RedRatio,GreenRatio,BlueRatio,Class
0.412,0.353,0.235,0
0.412,0.353,0.235,0
0.412,0.353,0.235,0
0.389,0.361,0.250,0
0.368,0.368,0.263,0
0.368,0.368,0.263,0
0.366,0.366,0.268,0
0.349,0.372,0.279,0
0.348,0.348,0.304,0
0.340,0.340,0.320,0
0.316,0.351,0.333,0
0.312,0.344,0.344,0
0.288,0.356,0.356,0
0.300,0.343,0.357,0
0.317,0.333,0.349,0
0.345,0.309,0.345,0
0.383,0.298,0.319,0
0.419,0.279,0.302,0
0.415,0.293,0.293,0
0.409,0.295,0.295,0
0.408,0.306,0.286,0
0.390,0.322,0.288,0
0.368,0.338,0.294,0
0.360,0.347,0.293,0
0.349,0.360,0.291,0
0.344,0.367,0.289,0
0.347,0.368,0.284,0
0.347,0.376,0.277,0
0.347,0.376,0.277,0
0.347,0.378,0.276,0
0.344,0.376,0.280,0
0.342,0.380,0.278,0
0.343,0.371,0.286,0
0.344,0.377,0.279,0
0.368,0.368,0.263,0
0.370,0.370,0.259,0
0.380,0.360,0.260,0
0.396,0.354,0.250,0
0.396,0.354,0.250,0
0.391,0.370,0.239,0
0.391,0.370,0.239,0
0.391,0.370,0.239,0
0.373,0.373,0.255,0
0.365,0.385,0.250,0
0.364,0.382,0.255,0
0.350,0.383,0.267,0
0.349,0.381,0.270,0
0.349,0.381,0.270,0
0.350,0.383,0.267,0
0.349,0.381,0.270,0
0.350,0.383,0.267,0
0.364,0.382,0.255,0
0.360,0.380,0.260,0
0.378,0.378,0.244,0
0.381,0.381,0.238,0
0.381,0.381,0.238,0
0.390,0.366,0.244,0
0.400,0.375,0.225,0
0.395,0.368,0.237,0
0.417,0.361,0.222,0
0.400,0.371,0.229,0
0.400,0.371,0.229,0
0.400,0.371,0.229,0
0.400,0.371,0.229,0
0.412,0.353,0.235,0
0.394,0.364,0.242,0
0.394,0.364,0.242,0
0.394,0.364,0.242,0
0.406,0.344,0.250,0
0.406,0.344,0.250,0
0.400,0.367,0.233,0
0.400,0.367,0.233,0
0.414,0.345,0.241,0
0.393,0.357,0.250,0
0.393,0.357,0.250,0
0.387,0.355,0.258,0
0.387,0.355,0.258,0
0.387,0.355,0.258,0
0.387,0.355,0.258,0
0.400,0.367,0.233,0
0.393,0.357,0.250,0
0.391,0.348,0.261,0
0.400,0.350,0.250,0
0.400,0.350,0.250,0
0.381,0.381,0.238,0
0.364,0.364,0.273,0
0.368,0.368,0.263,0
0.353,0.353,0.294,0
0.357,0.357,0.286,0
0.375,0.375,0.250,0
0.389,0.333,0.278,0
0.389,0.333,0.278,0
0.389,0.333,0.278,0
0.389,0.333,0.278,0
0.389,0.333,0.278,0
0.421,0.316,0.263,0
0.429,0.286,0.286,0
0.417,0.292,0.292,0
0.407,0.296,0.296,0
0.400,0.300,0.300,0
0.394,0.333,0.273,0
0.394,0.333,0.273,0
0.394,0.333,0.273,0
0.382,0.353,0.265,0
0.394,0.333,0.273,0
0.406,0.344,0.250,0
0.387,0.355,0.258,0
0.387,0.355,0.258,0
0.406,0.344,0.250,0
0.389,0.361,0.250,0
0.381,0.357,0.262,0
0.375,0.354,0.271,0
0.364,0.364,0.273,0
0.356,0.356,0.288,0
0.361,0.361,0.279,0
0.349,0.365,0.286,0
0.354,0.354,0.292,0
0.348,0.364,0.288,0
0.344,0.359,0.297,0
0.355,0.355,0.290,0
0.349,0.365,0.286,0
0.350,0.367,0.283,0
0.345,0.362,0.293,0
0.344,0.361,0.295,0
0.338,0.369,0.292,0
0.338,0.368,0.294,0
0.338,0.366,0.296,0
0.338,0.366,0.296,0
0.329,0.370,0.301,0
0.338,0.368,0.294,0
0.338,0.369,0.292,0
0.354,0.369,0.277,0
0.370,0.370,0.260,0
0.370,0.370,0.259,0
0.383,0.370,0.247,0
0.382,0.368,0.250,0
0.371,0.371,0.257,0
0.373,0.373,0.254,0
0.385,0.369,0.246,0
0.375,0.375,0.250,0
0.377,0.377,0.246,0
0.379,0.379,0.241,0
0.382,0.382,0.236,0
0.377,0.377,0.245,0
0.377,0.377,0.245,0
0.380,0.380,0.240,0
0.375,0.375,0.250,0
0.375,0.375,0.250,0
0.378,0.378,0.244,0
0.381,0.381,0.238,0
0.390,0.366,0.244,0
0.375,0.375,0.250,0
0.395,0.368,0.237,0
0.389,0.361,0.250,0
0.400,0.371,0.229,0
0.400,0.371,0.229,0
0.417,0.361,0.222,0
0.395,0.368,0.237,0
0.410,0.359,0.231,0
0.405,0.357,0.238,0
0.400,0.356,0.244,0
0.404,0.362,0.234,0
0.400,0.360,0.240,0
0.404,0.365,0.231,0
0.400,0.364,0.236,0
0.404,0.368,0.228,0
0.400,0.367,0.233,0
0.406,0.359,0.234,0
0.394,0.364,0.242,0
0.397,0.368,0.235,0
0.394,0.366,0.239,0
0.384,0.370,0.247,0
0.387,0.360,0.253,0
0.382,0.368,0.250,0
0.380,0.367,0.253,0
0.370,0.370,0.259,0
0.365,0.376,0.259,0
0.364,0.375,0.261,0
0.364,0.375,0.261,0
0.356,0.378,0.267,0
0.352,0.385,0.264,0
0.348,0.380,0.272,0
0.348,0.380,0.272,0
0.347,0.379,0.274,0
0.348,0.380,0.272,0
0.357,0.378,0.265,0
0.358,0.377,0.264,0
0.363,0.372,0.265,0
0.368,0.368,0.263,0
0.370,0.370,0.259,0
0.364,0.374,0.263,0
0.352,0.374,0.275,0
0.345,0.379,0.276,0
0.326,0.382,0.292,0
0.319,0.385,0.297,0
0.304,0.391,0.304,0
0.298,0.394,0.309,0
0.281,0.396,0.323,0
0.273,0.404,0.323,0
0.267,0.406,0.327,0
0.264,0.409,0.327,0
0.263,0.407,0.331,0
0.270,0.402,0.328,0
0.289,0.386,0.325,0
0.308,0.375,0.317,0
0.326,0.371,0.303,0
0.351,0.365,0.284,0
0.367,0.350,0.283,0
0.377,0.358,0.264,0
0.350,0.367,0.283,0
0.307,0.387,0.307,0
0.301,0.386,0.313,0
0.288,0.381,0.331,0
0.307,0.365,0.328,0
0.326,0.364,0.310,0
0.341,0.360,0.298,0
0.349,0.361,0.290,0
0.355,0.359,0.286,0
0.360,0.360,0.280,0
0.363,0.359,0.278,0
0.364,0.364,0.271,0
0.364,0.364,0.271,0
0.357,0.370,0.272,0
0.356,0.373,0.270,0
0.355,0.372,0.273,0
0.354,0.376,0.270,0
0.354,0.377,0.269,0
0.352,0.374,0.274,0
0.352,0.380,0.268,0
0.350,0.379,0.271,0
0.353,0.377,0.270,0
0.353,0.377,0.270,0
0.355,0.377,0.268,0
0.353,0.376,0.271,0
0.353,0.376,0.271,0
0.357,0.376,0.268,0
0.359,0.374,0.267,0
0.359,0.374,0.268,0
0.356,0.372,0.271,0
0.355,0.372,0.273,0
0.357,0.368,0.275,0
0.356,0.369,0.275,0
0.351,0.372,0.277,0
0.348,0.371,0.280,0
0.347,0.376,0.277,0
0.347,0.375,0.278,0
0.364,0.364,0.273,0
0.365,0.365,0.270,0
0.369,0.369,0.262,0
0.366,0.366,0.268,0
0.368,0.368,0.263,0
0.361,0.373,0.265,0
0.360,0.371,0.270,0
0.359,0.370,0.272,0
0.351,0.372,0.277,0
0.347,0.368,0.284,0
0.351,0.372,0.277,0
0.337,0.370,0.293,0
0.330,0.374,0.297,0
0.325,0.373,0.301,0
0.325,0.377,0.299,0
0.329,0.371,0.300,0
0.328,0.375,0.297,0
0.333,0.367,0.300,0
0.340,0.358,0.302,0
0.347,0.367,0.286,0
0.354,0.375,0.271,0
0.362,0.362,0.277,0
0.364,0.364,0.273,0
0.366,0.366,0.268,0
0.385,0.359,0.256,0
0.385,0.359,0.256,0
0.405,0.351,0.243,0
0.405,0.351,0.243,0
0.405,0.351,0.243,0
0.417,0.361,0.222,0
0.429,0.343,0.229,0
0.429,0.343,0.229,0
0.429,0.343,0.229,0
0.412,0.353,0.235,0
0.412,0.353,0.235,0
0.412,0.353,0.235,0
0.412,0.353,0.235,0
0.412,0.353,0.235,0
0.412,0.353,0.235,0
0.412,0.353,0.235,0
0.412,0.353,0.235,0
0.412,0.353,0.235,0
0.412,0.353,0.235,0
0.412,0.353,0.235,0
0.412,0.353,0.235,0
0.412,0.353,0.235,0
0.412,0.353,0.235,0
0.400,0.371,0.229,0
0.412,0.353,0.235,0
0.424,0.364,0.212,0
0.424,0.364,0.212,0
0.433,0.367,0.200,0
0.429,0.357,0.214,0
0.440,0.360,0.200,0
0.455,0.318,0.227,0
0.474,0.316,0.211,0
0.500,0.278,0.222,0
0.500,0.278,0.222,0
0.500,0.278,0.222,0
0.450,0.300,0.250,0
0.450,0.300,0.250,0
0.450,0.300,0.250,0
0.450,0.300,0.250,0
0.429,0.333,0.238,0
0.435,0.304,0.261,0
0.417,0.333,0.250,0
0.417,0.333,0.250,0
0.375,0.333,0.292,0
0.375,0.333,0.292,0
0.346,0.346,0.308,0
0.345,0.345,0.310,0
0.355,0.355,0.290,0
0.355,0.355,0.290,0
0.333,0.367,0.300,0
0.357,0.357,0.286,0
0.333,0.367,0.300,0
0.355,0.355,0.290,0
0.364,0.364,0.273,0
0.371,0.343,0.286,0
0.361,0.361,0.278,0
0.359,0.359,0.282,0
0.357,0.357,0.286,0
0.366,0.366,0.268,0
0.366,0.366,0.268,0
0.372,0.349,0.279,0
0.378,0.356,0.267,0
0.378,0.356,0.267,0
0.372,0.372,0.256,0
0.386,0.364,0.250,0
0.372,0.372,0.256,0
0.366,0.366,0.268,0
0.372,0.372,0.256,0
0.370,0.370,0.261,0
0.373,0.373,0.255,0
0.370,0.370,0.259,0
0.361,0.377,0.262,0
0.369,0.369,0.262,0
0.371,0.371,0.257,0
0.365,0.378,0.257,0
0.372,0.372,0.256,0
0.375,0.375,0.250,0
0.373,0.373,0.253,0
0.372,0.372,0.256,0
0.374,0.374,0.253,0
0.364,0.374,0.262,0
0.365,0.373,0.262,0
0.362,0.377,0.261,0
0.362,0.375,0.263,0
0.366,0.373,0.261,0
0.367,0.373,0.259,0
0.364,0.375,0.261,0
0.366,0.371,0.263,0
0.366,0.372,0.262,0
0.365,0.371,0.264,0
0.368,0.374,0.258,0
0.367,0.372,0.261,0
0.373,0.373,0.255,0
0.374,0.374,0.252,0
0.375,0.375,0.250,0
0.381,0.369,0.250,0
0.386,0.371,0.243,0
0.391,0.359,0.250,0
0.383,0.367,0.250,0
0.393,0.357,0.250,0
0.389,0.370,0.241,0
0.396,0.358,0.245,0
0.400,0.360,0.240,0
0.392,0.373,0.235,0
0.400,0.360,0.240,0
0.404,0.362,0.234,0
0.400,0.356,0.244,0
0.405,0.357,0.238,0
0.400,0.350,0.250,0
0.400,0.350,0.250,0
0.395,0.342,0.263,0
0.395,0.349,0.256,0
0.388,0.347,0.265,0
0.385,0.346,0.269,0
0.373,0.356,0.271,0
0.368,0.353,0.279,0
0.367,0.354,0.278,0
0.368,0.356,0.276,0
0.362,0.362,0.277,0
0.363,0.363,0.275,0
0.364,0.364,0.273,0
0.361,0.370,0.269,0
0.367,0.367,0.266,0
0.369,0.369,0.262,0
0.371,0.371,0.258,0
0.379,0.368,0.253,0
0.386,0.361,0.253,0
0.387,0.373,0.240,0
0.372,0.372,0.256,0
0.373,0.373,0.254,0
0.375,0.375,0.250,0
0.367,0.373,0.259,0
0.375,0.375,0.250,0
0.372,0.378,0.250,0
0.373,0.373,0.255,0
0.371,0.377,0.252,0
0.373,0.380,0.247,0
0.368,0.379,0.253,0
0.368,0.378,0.254,0
0.369,0.379,0.251,0
0.366,0.380,0.254,0
0.370,0.380,0.250,0
0.367,0.381,0.252,0
0.371,0.380,0.249,0
0.371,0.379,0.250,0
0.371,0.384,0.245,0
0.373,0.382,0.245,0
0.373,0.382,0.245,0
0.376,0.380,0.245,0
0.379,0.379,0.242,0
0.378,0.378,0.244,0
0.381,0.376,0.243,0
0.385,0.374,0.241,0
0.391,0.373,0.237,0
0.399,0.372,0.230,0
0.406,0.368,0.226,0
0.408,0.368,0.224,0
0.411,0.363,0.226,0
0.409,0.365,0.226,0
0.410,0.366,0.224,0
0.413,0.365,0.222,0
0.410,0.367,0.223,0
0.407,0.370,0.222,0
0.405,0.374,0.221,0
0.406,0.375,0.219,0
0.402,0.377,0.221,0
0.394,0.386,0.220,0
0.394,0.386,0.220,0
0.397,0.380,0.223,0
0.400,0.382,0.218,0
0.402,0.381,0.216,0
0.400,0.378,0.222,0
0.395,0.383,0.222,0
0.400,0.375,0.225,0
0.395,0.383,0.222,0
0.395,0.384,0.221,0
0.385,0.385,0.229,0
0.390,0.381,0.229,0
0.393,0.385,0.222,0
0.393,0.379,0.229,0
0.388,0.382,0.230,0
0.387,0.381,0.231,0
0.386,0.374,0.240,0
0.383,0.378,0.239,0
0.387,0.376,0.238,0
0.390,0.372,0.238,0
0.393,0.369,0.238,0
0.390,0.372,0.238,0
0.389,0.371,0.240,0
0.394,0.365,0.241,0
0.395,0.366,0.238,0
0.390,0.368,0.242,0
0.393,0.366,0.240,0
0.395,0.368,0.238,0
0.396,0.365,0.239,0
0.395,0.364,0.241,0
0.396,0.369,0.235,0
0.399,0.369,0.232,0
0.401,0.368,0.231,0
0.404,0.367,0.228,0
0.405,0.364,0.231,0
0.405,0.366,0.228,0
0.408,0.364,0.228,0
0.406,0.365,0.228,0
0.405,0.368,0.227,0
0.405,0.368,0.227,0
0.404,0.372,0.224,0
0.400,0.373,0.227,0
0.399,0.377,0.224,0
0.396,0.378,0.226,0
0.394,0.381,0.225,0
0.395,0.381,0.224,0
0.397,0.378,0.225,0
0.397,0.378,0.225,0
0.401,0.376,0.223,0
0.400,0.376,0.224,0
0.404,0.375,0.221,0
0.405,0.371,0.224,0
0.406,0.371,0.223,0
0.404,0.370,0.226,0
0.408,0.364,0.228,0
0.406,0.364,0.230,0
0.404,0.364,0.232,0
0.400,0.362,0.238,0
0.396,0.366,0.238,0
0.398,0.366,0.236,0
0.403,0.365,0.233,0
0.405,0.366,0.229,0
0.409,0.366,0.226,0
0.407,0.365,0.228,0
0.405,0.368,0.227,0
0.405,0.364,0.231,0
0.398,0.367,0.235,0
0.389,0.372,0.239,0
0.383,0.374,0.242,0
0.376,0.376,0.249,0
0.376,0.376,0.249,0
0.378,0.372,0.250,0
0.390,0.370,0.240,0
0.400,0.367,0.233,0
0.410,0.370,0.220,0
0.408,0.367,0.224,0
0.416,0.360,0.225,0
0.418,0.363,0.220,0
0.413,0.359,0.228,0
0.404,0.364,0.232,0
0.402,0.359,0.239,0
0.400,0.368,0.232,0
0.395,0.368,0.237,0
0.374,0.382,0.244,0
0.364,0.390,0.246,0
0.368,0.387,0.245,0
0.368,0.389,0.242,0
0.375,0.387,0.237,0
0.368,0.382,0.250,0
0.357,0.386,0.257,0
0.354,0.385,0.262,0
0.359,0.375,0.266,0
0.361,0.377,0.262,0
0.356,0.373,0.271,0
0.375,0.357,0.268,0
0.393,0.339,0.268,0
0.386,0.351,0.263,0
0.397,0.345,0.259,0
0.400,0.350,0.250,0
0.397,0.349,0.254,0
0.388,0.358,0.254,0
0.380,0.366,0.254,0
0.372,0.372,0.256,0
0.372,0.372,0.256,0
0.374,0.374,0.253,0
0.368,0.379,0.253,0
0.367,0.378,0.255,0
0.366,0.376,0.257,0
0.359,0.379,0.262,0
0.359,0.379,0.262,0
0.356,0.376,0.267,0
0.356,0.376,0.267,0
0.364,0.374,0.263,0
0.361,0.371,0.268,0
0.364,0.374,0.263,0
0.370,0.370,0.260,0
0.374,0.364,0.262,0
0.372,0.372,0.257,0
0.371,0.371,0.259,0
0.368,0.376,0.256,0
0.363,0.381,0.257,0
0.366,0.375,0.259,0
0.366,0.374,0.260,0
0.367,0.375,0.258,0
0.370,0.370,0.261,0
0.367,0.367,0.265,0
0.369,0.369,0.262,0
0.369,0.369,0.261,0
0.366,0.373,0.261,0
0.372,0.372,0.256,0
0.365,0.377,0.257,0
0.365,0.376,0.259,0
0.367,0.380,0.253,0
0.364,0.383,0.253,0
0.364,0.383,0.253,0
0.365,0.389,0.246,0
0.371,0.393,0.236,0
0.403,0.371,0.226,0
0.385,0.385,0.231,0
0.382,0.382,0.235,0
0.370,0.383,0.247,0
0.362,0.383,0.255,0
0.354,0.385,0.260,0
0.352,0.385,0.264,0
0.358,0.383,0.259,0
0.356,0.384,0.260,0
0.353,0.382,0.265,0
0.355,0.387,0.258,0
0.362,0.379,0.259,0
0.370,0.370,0.259,0
0.373,0.373,0.255,0
0.375,0.375,0.250,0
0.386,0.364,0.250,0
0.381,0.357,0.262,0
0.385,0.359,0.256,0
0.395,0.342,0.263,0
0.405,0.351,0.243,0
0.400,0.343,0.257,0
0.400,0.343,0.257,0
0.389,0.361,0.250,0
0.405,0.351,0.243,0
0.405,0.351,0.243,0
0.405,0.351,0.243,0
0.405,0.351,0.243,0
0.405,0.351,0.243,0
0.395,0.342,0.263,0
0.385,0.359,0.256,0
0.390,0.341,0.268,0
0.378,0.356,0.267,0
0.375,0.354,0.271,0
0.367,0.367,0.265,0
0.367,0.367,0.265,0
0.370,0.370,0.261,0
0.370,0.370,0.261,0
0.372,0.372,0.256,0
0.381,0.357,0.262,0
0.381,0.357,0.262,0
0.381,0.357,0.262,0
0.386,0.364,0.250,0
0.396,0.354,0.250,0
0.400,0.360,0.240,0
0.407,0.352,0.241,0
0.404,0.351,0.246,0
0.403,0.355,0.242,0
0.391,0.359,0.250,0
0.397,0.353,0.250,0
0.373,0.373,0.254,0
0.369,0.369,0.262,0
0.369,0.369,0.262,0
0.369,0.369,0.262,0
0.368,0.368,0.265,0
0.371,0.371,0.257,0
0.366,0.366,0.268,0
0.365,0.365,0.270,0
0.368,0.368,0.263,0
0.367,0.367,0.266,0
0.367,0.367,0.266,0
0.367,0.367,0.266,0
0.363,0.363,0.275,0
0.361,0.361,0.277,0
0.357,0.369,0.274,0
0.357,0.369,0.274,0
0.349,0.373,0.277,0
0.350,0.387,0.262,0
0.357,0.381,0.262,0
0.366,0.376,0.258,0
0.376,0.366,0.257,0
0.378,0.367,0.255,0
0.372,0.362,0.266,0
